CODGEO;NBMENFISC17;NBPERSMENFISC17;MED17;PIMP17;TP6017;TP60AGE117;TP60AGE217;TP60AGE317;TP60AGE417;TP60AGE517;TP60AGE617;TP60TOL117;TP60TOL217;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;D117;D917;RD17
33499;143.0;345.0;19750.0;;;;;;;;;;;;;;;;;;;;;;;;
33500;184.0;450.0;20240.0;;;;;;;;;;;;;;;;;;;;;;;;
33501;1200.0;3255.0;24610.0;62.0;;;;;;;;;;83.5;75.8;2.7;5.0;21.8;7.6;3.1;2.0;0.7;0.4;-16.0;15370.0;38410.0;2.5
33502;169.0;452.0;18900.0;;;;;;;;;;;;;;;;;;;;;;;;
33503;216.0;526.0;21780.0;;;;;;;;;;;;;;;;;;;;;;;;
33504;299.0;786.0;21230.0;;;;;;;;;;;;;;;;;;;;;;;;
33505;592.0;1539.0;20730.0;;;;;;;;;;;;;;;;;;;;;;;;
33506;893.0;1841.0;17770.0;;;;;;;;;;;;;;;;;;;;;;;;
33507;153.0;344.0;19810.0;;;;;;;;;;;;;;;;;;;;;;;;
33508;245.0;637.0;19630.0;;;;;;;;;;;;;;;;;;;;;;;;
33509;209.0;501.0;21670.0;;;;;;;;;;;;;;;;;;;;;;;;
33510;78.0;206.0;21490.0;;;;;;;;;;;;;;;;;;;;;;;;
33511;141.0;341.0;18600.0;;;;;;;;;;;;;;;;;;;;;;;;
33512;151.0;361.0;18470.0;;;;;;;;;;;;;;;;;;;;;;;;
33513;54.0;112.0;16080.0;;;;;;;;;;;;;;;;;;;;;;;;
33514;1468.0;2647.0;20860.0;48.0;15.0;;;;;;;;24.0;43.3;32.6;3.1;7.6;54.5;14.8;4.1;1.0;2.1;1.0;-16.7;10770.0;36870.0;3.4
33515;167.0;412.0;20550.0;;;;;;;;;;;;;;;;;;;;;;;;
33516;72.0;186.0;17830.0;;;;;;;;;;;;;;;;;;;;;;;;
33517;638.0;1655.0;21430.0;;;;;;;;;;;;;;;;;;;;;;;;
33518;448.0;1120.0;23000.0;;;;;;;;;;;;;;;;;;;;;;;;
33519;4067.0;10407.0;25240.0;67.0;5.0;;;;;;;;15.0;81.4;73.9;2.7;4.8;26.4;8.1;3.3;1.6;1.1;0.6;-19.2;14940.0;41310.0;2.8
33520;115.0;289.0;17160.0;;;;;;;;;;;;;;;;;;;;;;;;
33521;337.0;724.0;18160.0;;;;;;;;;;;;;;;;;;;;;;;;
33522;17391.0;35199.0;21760.0;54.0;16.0;35.0;15.0;15.0;14.0;9.0;;5.0;27.0;77.7;68.4;3.4;5.9;25.9;8.5;6.1;1.7;2.4;2.0;-18.2;10670.0;40270.0;3.8
33523;861.0;1990.0;20080.0;;;;;;;;;;;;;;;;;;;;;;;;
33524;119.0;304.0;22800.0;;;;;;;;;;;;;;;;;;;;;;;;
33525;547.0;1334.0;19820.0;;;;;;;;;;;;;;;;;;;;;;;;
33526;62.0;139.0;19780.0;;;;;;;;;;;;;;;;;;;;;;;;
33527;3412.0;8339.0;22340.0;57.0;9.0;;;11.0;;;;5.0;17.0;75.2;66.0;3.7;5.5;29.4;7.2;3.7;1.9;1.1;0.7;-15.5;13210.0;35920.0;2.7
33528;229.0;574.0;22650.0;;;;;;;;;;;;;;;;;;;;;;;;
33529;13116.0;27298.0;22180.0;57.0;10.0;16.0;13.0;14.0;13.0;6.0;6.0;5.0;18.0;61.0;49.8;3.4;7.8;41.2;14.0;3.4;1.2;1.4;0.8;-19.6;12560.0;41020.0;3.3
33530;336.0;882.0;20370.0;;;;;;;;;;;;;;;;;;;;;;;;
33531;129.0;345.0;21260.0;;;;;;;;;;;;;;;;;;;;;;;;
33532;201.0;483.0;22290.0;;;;;;;;;;;;;;;;;;;;;;;;
33533;1146.0;2625.0;18850.0;43.0;16.0;;;;;;;;26.0;61.8;55.8;3.7;2.3;36.1;7.1;7.9;2.9;3.1;1.9;-12.9;10730.0;29570.0;2.8
33534;347.0;824.0;21800.0;;;;;;;;;;;;;;;;;;;;;;;;
33535;1891.0;4770.0;23590.0;62.0;8.0;;;;;;;;18.0;74.7;68.2;2.7;3.8;29.3;9.2;3.6;1.9;0.9;0.8;-16.8;13770.0;39000.0;2.8
33536;98.0;268.0;19830.0;;;;;;;;;;;;;;;;;;;;;;;;
33537;202.0;438.0;19600.0;;;;;;;;;;;;;;;;;;;;;;;;
33538;227.0;529.0;18480.0;;;;;;;;;;;;;;;;;;;;;;;;
33539;1630.0;4053.0;21890.0;52.0;8.0;;;;;;;;18.0;78.9;71.3;3.7;3.9;23.6;7.5;4.3;2.3;1.1;0.9;-14.3;13710.0;34310.0;2.5
33540;1304.0;2558.0;19780.0;46.0;19.0;;;;;;;14.0;32.0;52.0;39.7;3.9;8.4;46.3;11.7;5.0;1.4;2.3;1.3;-15.0;9730.0;34640.0;3.6
33541;466.0;998.0;19770.0;;;;;;;;;;;;;;;;;;;;;;;;
33542;333.0;905.0;20960.0;;;;;;;;;;;;;;;;;;;;;;;;
33543;404.0;968.0;18590.0;;;;;;;;;;;;;;;;;;;;;;;;
33544;807.0;1476.0;19250.0;;;;;;;;;;;;;;;;;;;;;;;;
33545;494.0;1236.0;20260.0;;;;;;;;;;;;;;;;;;;;;;;;
33546;176.0;433.0;21440.0;;;;;;;;;;;;;;;;;;;;;;;;
33547;481.0;1093.0;19010.0;;;;;;;;;;;;;;;;;;;;;;;;
33548;483.0;1262.0;20880.0;;;;;;;;;;;;;;;;;;;;;;;;
33549;134.0;319.0;22130.0;;;;;;;;;;;;;;;;;;;;;;;;
33550;15309.0;34448.0;21930.0;56.0;11.0;16.0;13.0;13.0;11.0;7.0;;5.0;21.0;78.6;71.1;3.3;4.2;25.6;7.0;5.1;1.9;1.9;1.3;-16.3;12290.0;35090.0;2.9
33551;171.0;394.0;18030.0;;;;;;;;;;;;;;;;;;;;;;;;
33552;430.0;1057.0;21110.0;;;;;;;;;;;;;;;;;;;;;;;;
33553;372.0;973.0;21660.0;;;;;;;;;;;;;;;;;;;;;;;;
33554;1219.0;2955.0;24020.0;61.0;7.0;;;;;;;;;74.8;65.1;3.4;6.3;29.9;10.5;3.3;1.5;1.1;0.7;-18.5;13720.0;40510.0;3.0
33555;1801.0;4867.0;22920.0;57.0;6.0;;;;;;;;;84.5;78.2;3.3;3.0;20.9;5.8;4.0;2.3;1.1;0.6;-15.2;14180.0;34060.0;2.4
